name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating
Muong Thanh Grand Lao Cai Hotel,No link,"Unfussy rooms & polished suites in a relaxed hotel featuring a gym, an outdoor pool & a spa.",167241165000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOPbnR4tdnpvSBfGNmyIIG3r2PNQwB070pnntc7=s10000, https://cdn.worldota.net/t/1024x768/content/18/f9/18f99a797e07188b41676634f0933bae0a36aedb.jpeg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2b/f4/a5/muong-thanh-grand-lao.jpg?w=1900&h=1300&s=1, https://lh5.googleusercontent.com/p/AF1QipNRhXOtn8KOMt2we_QMyB3mm_UCzGkL_0_edvQA=s10000, https://lh5.googleusercontent.com/p/AF1QipMlraLF77ScPnKrKC-KhTFzYjcnkehMRE2PTRkH=s10000, https://cdn.worldota.net/t/1024x768/content/20/bf/20bf1d1479332eb629f50fdae6e4aeadf876ade9.jpeg, https://lh5.googleusercontent.com/p/AF1QipPZsLI6D-HtopiYqGl5amROLZcPlVA-3gRhbGpD=s10000, https://lh5.googleusercontent.com/p/AF1QipNcwi3oX2Bx11on5LrS-DOrj9dpPEuHgZcpveUi=s10000, https://lh5.googleusercontent.com/p/AF1QipOG8smCcO-TkkqeyG1L6_BcEeMYaxyVsRIGflUu=s10000",3.4
Lao Cai Star Hotel,http://laocaistarhotel.com/,"Warm rooms, some with balconies & city views, in a polished hotel offering 2 restaurants & a spa.",216090000000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipONj0v9Eh-ooLFU1Hc-tZblItLvz8zSQAPNNy6U=s10000, https://lh5.googleusercontent.com/p/AF1QipMloVWx216dV4pLIXsJYskTGaBJ6wz1LVqGvlaX=s10000, https://photos.hotelbeds.com/giata/original/25/255760/255760a_hb_a_030.jpg, https://lh5.googleusercontent.com/p/AF1QipNetB0G8j51_A8XyQGKX8dtCAJ7acENqQYY7jjf=s10000, https://lh5.googleusercontent.com/p/AF1QipNPgvmS9nvppNloprIB1mX-rtOtLvNYy2cARbwG=s10000, https://lh5.googleusercontent.com/p/AF1QipP8s7cfbUmZ2oxlg2bFj-xeikICaILetvDsiqw4=s10000, https://photos.hotelbeds.com/giata/original/25/255760/255760a_hb_ro_076.jpeg, https://lh5.googleusercontent.com/p/AF1QipMIciE6_z4o0mM6ffcS62EgX8QvkfzVhXKxYriy=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d0/ac/1c/khach-s-n-4-sao-lao-cai.jpg?w=1900&h=1100&s=1",3.6
SOJO Hotel Lao Cai,https://sojohotels.com/,No description,241622675000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOSh1jajsiVlYwofc-MoRYGhTXCZt_3Hy0CX4Bn=s10000, https://photos.hotelbeds.com/giata/original/94/944860/944860a_hb_ro_002.jpg, https://photos.hotelbeds.com/giata/original/94/944860/944860a_hb_w_002.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/a8/d3/3e/sojo-hotel-lao-cai.jpg?w=2100&h=1400&s=1, https://photos.hotelbeds.com/giata/original/94/944860/944860a_hb_l_002.jpg, https://photos.hotelbeds.com/giata/original/94/944860/944860a_hb_ro_007.jpg, https://photos.hotelbeds.com/giata/original/94/944860/944860a_hb_l_004.jpg, https://photos.hotelbeds.com/giata/original/94/944860/944860a_hb_w_003.jpg, https://images.trvl-media.com/lodging/84000000/83270000/83266600/83266507/8893cce6_z.jpg",3.5
Aristo International Hotel,http://aristohotel.com.vn/,"Warm quarters in a polished property offering 2 cafes, a sports bar & a spa, plus an outdoor pool.",293984320000,"Đền Mẫu, Ga Lào Cai, Dien Bien Phu, Nhà hàng Hoan Béo",4-star hotel,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9e/52/5d/aristo-international.jpg?w=1700&h=1400&s=1, https://lh5.googleusercontent.com/p/http://media.staticontent.com/media/pictures/0809777c-a8a7-43f5-81cc-1a4039fb62fe=s10000, https://images.trvl-media.com/lodging/12000000/11730000/11721300/11721249/3a364b29_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPDYxOOrZq0OUkZymokdiF80ioIymROqQtvGexV=s10000, https://images.trvl-media.com/lodging/12000000/11730000/11721300/11721249/d8bda9be_z.jpg, https://images.trvl-media.com/lodging/12000000/11730000/11721300/11721249/9dbb137a_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9e/52/63/aristo-international.jpg?w=2100&h=1300&s=1, https://images.trvl-media.com/lodging/12000000/11730000/11721300/11721249/8a0aee80_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9e/52/60/aristo-international.jpg?w=2100&h=1300&s=1",3.6
Khách Sạn Ngọc Hà Lào Cai,No link,No description,109025000000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",2-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOf1sKi635glBo0LkkZ7SFLMCxz0YotZ8939z-H=s10000, https://lh5.googleusercontent.com/p/AF1QipPVQULZGGh3VmUuZwqmvqt7YE8NqwWqHjgH_BVq=s10000, https://lh5.googleusercontent.com/p/AF1QipOzptvCxjCXHZO4liXazkE2y2YeMcxh5KscN5hg=s10000, https://lh5.googleusercontent.com/p/AF1QipO46NEATsj3gT5BICMNc37-pN5bR36kmNeL6elG=s10000, https://lh5.googleusercontent.com/p/AF1QipMxTR61HMiAR54P95snUA7P6Kdf1cpVFTX3zwr8=s10000, https://lh5.googleusercontent.com/p/AF1QipMyIfPTUBqUNYp85qdNXUFdXyvjAcCR9kse7ugb=s10000, https://lh5.googleusercontent.com/p/AF1QipNSBIhacC5p3kIoEgMwRfEJfuHYZpAHqZdqULwZ=s10000, https://lh5.googleusercontent.com/p/AF1QipNMozFgON85aCGvgajXeJNQq94twNZHOG9pK_Y5=s10000, https://lh5.googleusercontent.com/p/AF1QipN6eylXo_8_32Ztj2233QsNC5hswwdPtEG68Sns=s10000",3.7
Khách sạn Sapaly Lào Cai 4 sao,https://sapalyhotel.com/,No description,209596520000,"Cột mốc Trung Quốc–Việt Nam 102 (2), Dien Bien Phu",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNqJK5MY2SXQtT4LgDoC2xJkY__NP4JMGbCivSq=s10000, https://lh5.googleusercontent.com/p/AF1QipNaGgu7Qh4BkVp7ts4NKVesC3M4GSSIhOWiGJL0=s10000, https://lh5.googleusercontent.com/p/AF1QipPxr0cO_MYqXnOIIS6ZMQId7nJw_2LzHF8vft_5=s10000, https://lh5.googleusercontent.com/p/AF1QipNGNJEO7GmvHvHBAMD6LOgIOikKBTQxysEqD_ei=s10000, https://lh5.googleusercontent.com/p/AF1QipMwXN17tbI6X1MHY6cKo240qfa2rcPppo-R_F_Y=s10000, https://lh5.googleusercontent.com/p/AF1QipOFB6-u7Cbjh1ConBMakcIfKitSd4Fc2QaH4SQt=s10000, https://lh5.googleusercontent.com/p/AF1QipOTt-OWiGxmjUvOwrBJ2q1FKsp-z6Qy70KvHNpQ=s10000, https://lh5.googleusercontent.com/p/AF1QipOT4XBiBBwkptKyODSolTXkYT19oG_DKiEQmiZo=s10000, https://lh5.googleusercontent.com/p/AF1QipMv09-L_hLaMIwCFZvKleaxvkEVAGIBCVVHAg-L=s10000",2.7
Soca Hotel Lào Cai,http://soca.com.vn/,No description,134750000000,"Upper Temple - Lao Cai, Dien Bien Phu",No class,"https://lh5.googleusercontent.com/p/AF1QipMy_a0iG4al2BPn1KlFDVn8cEDuSOxKQuKVVp5I=s10000, https://lh5.googleusercontent.com/p/AF1QipOTuAjVNXI_9e2Psj9DR9LOSgOz647sl3EHJPeE=s10000, https://lh5.googleusercontent.com/p/AF1QipOoB1tNOMDkSsCFT3XMwYCBP429pVlEksYeAfej=s10000, https://lh5.googleusercontent.com/p/AF1QipMG-l6eIiXQkjcl29KpHRIIGcSpUGPBvB_wbrYI=s10000, https://lh5.googleusercontent.com/p/AF1QipP3_viuS-3im0wigx6RP-IQnWse8zR8V4x8KvgW=s10000, https://lh5.googleusercontent.com/p/AF1QipOUycVM1RAFEK-jxFtLSKlfdBhi5Efj-Ufl8r6H=s10000, https://lh5.googleusercontent.com/p/AF1QipNuCq48NlB67G2vwAMkBuEOPEQqs18vVbREPDEL=s10000, https://lh5.googleusercontent.com/p/AF1QipPZQrb9aLWb3vSsD0OgmH6ILoONID05pO1FpSi2=s10000, https://lh5.googleusercontent.com/p/AF1QipM4xl1JosGlKYrJ4f2q4O3ndfmBlAx86Jq_DuuC=s10000",3.0
BIG Lào Cai Hotel,https://biginvestgroup.vn/,No description,112822255000,"Đền Mẫu, Ga Lào Cai, Dien Bien Phu",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMNBx1j7Bwy5CWqYGOpKTSj046gj0v3gIh6zxXR=s10000, https://images.trvl-media.com/lodging/102000000/101780000/101771000/101770948/452a1ceb_z.jpg, https://lh5.googleusercontent.com/p/AF1QipP4L6ecB_7QjR28nIzJCuqEbfo4xerqtqrqyXVb=s10000, https://lh5.googleusercontent.com/p/AF1QipN5f-CqCObDJEoaUHU7u5AaE1WPowcAzGhMXyTC=s10000, https://lh5.googleusercontent.com/p/AF1QipN5s6KU1leSdoH3hvJF9gDxPYFIUZj5hATkB_5n=s10000, https://lh5.googleusercontent.com/p/AF1QipNPtqSvwfBeB200dUGHmASLpWK51VdzSs74WhAZ=s10000, https://lh5.googleusercontent.com/p/AF1QipNMybwkQNlNgxsyFAp2lgALLtX83cqF4eOYev9C=s10000, https://lh5.googleusercontent.com/p/AF1QipPOLh8VZgez_EyTBau9QkNjeO1UiSVeVuSOdj8a=s10000, https://lh5.googleusercontent.com/p/AF1QipNBMq2BYP17YfH5mOnJq3nmo1BCOgDPB8gH8cW2=s10000",3.9
Khách Sạn Lào Cai Liberty Hotel & Events,No link,"Unpretentious hotel offering laid-back rooms & a suite, plus event space, a terrace & a restaurant.",196000000000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMngxrBs-kQ41FeGCP7LQi1DktPTP67QydGYZon=s10000, https://lh5.googleusercontent.com/p/AF1QipOgcpwBnHvlDG5UZ3G0ssNwZ-oM1Zo3p-FTLBPl=s10000, https://cdn.worldota.net/t/1024x768/content/07/85/07851d878a7606b3cb7fc948dd4204736db66fe1.jpeg, https://lh5.googleusercontent.com/p/AF1QipOPTvbRPolpKjyEGLqnioH5xUHTqwi__QIrTALm=s10000, https://lh5.googleusercontent.com/p/AF1QipPoNVh2GZ_vK0D_9qnJyMOtUBHvpyewyTcH-Wpc=s10000, https://lh5.googleusercontent.com/p/AF1QipMl_04I41bY-7NDHd6FZ8zzKpAAs9CT2QIDTdoh=s10000, https://lh5.googleusercontent.com/p/AF1QipNBG2QNA8asG3gj2kNLWbTH_rWoUC5U1_LqtaWA=s10000, https://images.trvl-media.com/lodging/39000000/38540000/38534500/38534426/c51f2e6c_z.jpg, https://images.trvl-media.com/lodging/39000000/38540000/38534500/38534426/6f088ad6_z.jpg",3.8
Lao cai Diamond Hotel,No link,No description,250617605000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",No class,"https://lh5.googleusercontent.com/p/AF1QipMfKEMdzWUkcYMVvFmUDpwHvc_TR0XxZl5beRxI=s10000, https://lh5.googleusercontent.com/p/AF1QipMW3t0wvH4BD60YpQoeL0pJ8KqWyQ35S3Ota82f=s10000, https://lh5.googleusercontent.com/p/AF1QipNOxcQvMih8lv25MBHZ6YBBFUhd8ZhkO1GR6uDZ=s10000, https://lh5.googleusercontent.com/p/AF1QipPVzd4bzxCIXefEqq-uH2kSqnNoomnfOKQpyb5w=s10000, https://lh5.googleusercontent.com/p/AF1QipNfu8qSFPBVR6E3SQ5_8OS-U5GRVtlqpZP7tO1C=s10000, https://cdn.worldota.net/t/1024x768/content/9c/24/9c2481a457399fa5a64f09a6aa7a51bf3a16a80b.jpeg, https://lh5.googleusercontent.com/p/AF1QipNMI1CcRH7kK_iqwqgdlCMymcZ34ki66YKebp-p=s10000, https://lh5.googleusercontent.com/p/AF1QipNNX3KJjE80ZDt9v_Rtjb2tkzDGzTkZrfjVwR8e=s10000, https://lh5.googleusercontent.com/p/AF1QipNTZaAvrtPCTPmhUKeFPuGJpWOFn_I298cNDjby=s10000",3.4
Michis hotel laocai,No link,No description,281750000000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",No class,"https://lh5.googleusercontent.com/p/AF1QipOp2_ieMfCpgEtYXtF0mOKgpgPqmFz60P6V6Ths=s10000, https://images.trvl-media.com/lodging/54000000/53440000/53435100/53435056/cf0b4d1d_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOjJRreuGFktxAFXXLMBr4fDWpuLwqR9mjJSEal=s10000, https://images.trvl-media.com/lodging/54000000/53440000/53435100/53435056/c4a6e6e0_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPi0WAk1XrlWrV6054K5ddOhMb7j7rOsNNdKcJy=s10000, https://images.trvl-media.com/lodging/54000000/53440000/53435100/53435056/2116205b_z.jpg, https://cdn.worldota.net/t/1024x768/content/25/70/2570b95c56a5b1c9028b3ec7d0b7c48f22f68a58.jpeg, https://lh5.googleusercontent.com/p/AF1QipOIMYI8Sz7JQR9DJG0O1Rpe1ZCOWrm0xDvj4OjW=s10000, https://images.trvl-media.com/lodging/54000000/53440000/53435100/53435056/49006358_z.jpg",3.7
Khách sạn Đức Huy Grand Lào Cai,http://www.duchuygrandhotel.com/,"Understated quarters in an informal hotel with an indoor pool, a spa & karaoke, plus a restaurant.",323522500000,"Nhac Son Park, Ga Lào Cai, Dien Bien Phu",4-star hotel,"https://images.trvl-media.com/lodging/36000000/35060000/35052300/35052276/0c2c108f_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/6a/a0/68/phong-ngh.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipPEbE1bwANV9gQrnZkW8kwZ_Fq8WYY-CZxdMvNA=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/6a/9d/ef/phong-ngh.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipPPJXUSnMxiEoX3vkNlpsCMWcNVLMeoG_djcGwe=s10000, https://lh5.googleusercontent.com/p/AF1QipN_VN8uanYznj3OzxESCFZa5Xlsr9NxsqHWMbF7=s10000, https://lh5.googleusercontent.com/p/AF1QipP7-sWi2OBc0Mz8vhdvP2xFvV5eMb79LjXwTPr2=s10000, https://lh5.googleusercontent.com/p/AF1QipMHdZ-zXwcKlfRuhXKuqXxPz2on5KGaCOYxzOyP=s10000, https://lh5.googleusercontent.com/p/AF1QipPgsz8s-KmZYfe9ymT9PLsPjZs31b80GBtn80DU=s10000",2.6
Ella Riverside Hotel,No link,No description,121275000000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",No class,"https://lh5.googleusercontent.com/p/AF1QipMBQv0_a-YjlGsCigaljYB-HivE_Gafb1GsoJI4=s10000, https://lh5.googleusercontent.com/p/AF1QipO3ZvKOKTSubHNfzUk_hR6eL-0Zh2e6uy8itcLz=s10000, https://lh5.googleusercontent.com/p/AF1QipPBYQiHQXBovuJDq19lhxYr1Bne3-NWcphIOqse=s10000, https://lh5.googleusercontent.com/p/AF1QipNiKVhJofZCIkMHfkVvuhTkAp8C2GlF5tJ7geCx=s10000, https://lh5.googleusercontent.com/p/AF1QipNgWixHza2NNib9v8ZbCHTW_s9591aXhLgBjdOC=s10000, https://lh5.googleusercontent.com/p/AF1QipPv50kq4fFjuzPXLuAdgyViLMb6tTltlicv3D95=s10000, https://lh5.googleusercontent.com/p/AF1QipO1asXk214UXM7tukDstRS0iWQFZGC-81ZQIm-C=s10000, https://lh5.googleusercontent.com/p/AF1QipNxlwGJ5DH913ZHVu7GhT-ZRJ6jCPynOwlF9WLY=s10000, https://lh5.googleusercontent.com/p/AF1QipOy82WdfmkAt573VRjIZpM2xCUsUDwjS-uSvsdg=s10000",3.1
Khách sạn Sen trắng,No link,"Airy rooms, some with river views, in a casual hotel offering a seafood restaurant.",73500000000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",1-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNyHEJS4LNE_LGXQ5bYd1aEVcoNVWgGarxwo-iY=s10000, https://lh5.googleusercontent.com/p/AF1QipOpdLPI_66o1-JKgl-2_Nvh12ps8LN2v-2JT3bm=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9e/35/0e/deluxe-triple-panorama.jpg?w=2100&h=1100&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9e/34/f9/deluxe-triple-with-red.jpg?w=1500&h=1000&s=1, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard_bluecom/Ul7SenKlFxtDdJkUQR6NQNJFGuj9eWVlNiVt1EFJ1c-IcHgiTY0KrjZmtkh28e2io36kSA7NTocW9_yS3BYsaVPlgngmLiUPAxYGJrRvmn086i2Mi9Djiy9j1aUpJUIa.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard_bluecom/Ul7SenKlFxtDdMBs0FDkil4Mg2EiTcc94by48H9Dok1HT4TLvKw3WXqQsqaHRtwHr09Nf-H_qhZDRad1aVQ6JrXFafaW-p320W0Ux_oJHrbw5XyY6zbVxemOcKNJbUx_.jpg, https://lh5.googleusercontent.com/p/AF1QipNLuVdccyTx9Ybm7uAmLcZ6h_xeolm-ZtYjuSZB=s10000, https://lh5.googleusercontent.com/p/AF1QipNVJvuVxsN8VtA23hJRheP6C9szQdv6VwI2F3Dw=s10000, https://lh5.googleusercontent.com/p/AF1QipPRuy1aNj-Nw2xQuV1sQ5hVAixE_ALbR34CU_si=s10000",3.8
Hoàng Yến Hotel,http://khachsanhoangyen.vn/,No description,465951290000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",No class,"https://lh5.googleusercontent.com/p/AF1QipOS8HFhUHLNVEQWqNRMGeR5GMFFl9DbMzDA6Slt=s10000, https://lh5.googleusercontent.com/p/AF1QipN18eJqHOIsfGC6O0qmQzuoNPLEgA24KTQWaOyw=s10000, https://lh5.googleusercontent.com/p/AF1QipO2wAj-VeJgzhPo4AGTVZZvLbV_6T41nCfSiiiZ=s10000, https://lh5.googleusercontent.com/p/AF1QipNcxARRRjKGCJm6MmPN8gyHOvJd3Gubx1B57oJa=s10000, https://lh5.googleusercontent.com/p/AF1QipMgO06km4sQQcWOm6qZdV35Q8ePZklVvz2SSciQ=s10000, https://lh5.googleusercontent.com/p/AF1QipNzeHX8Ytg1p7ZOsUNBOMoPHf5k2bvb3bCKmH5Q=s10000, https://lh5.googleusercontent.com/p/AF1QipPyYvwjrr2HT2EhBAkZyf8h5bsldIDWY_f8t4FU=s10000, https://lh5.googleusercontent.com/p/AF1QipMcasjP5AVu2_Vbn3piEcGqhJyr-pL4q8hWFvaA=s10000, https://lh5.googleusercontent.com/p/AF1QipP1kueX5gdwYYK95tXH0VDSgSTI1-H_UJR5hceK=s10000",3.8
Cao Minh Hotel,https://caominhhotel.vn/,No description,140336000000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",No class,"https://images.trvl-media.com/lodging/93000000/92500000/92490100/92490030/6073156e_z.jpg, https://lh5.googleusercontent.com/p/AF1QipM0_hSC3-vVNWUSLTVbsUCKcZMT-MtKQLz9LByz=s10000, https://lh5.googleusercontent.com/p/AF1QipOuSyQagRxhT6Ym6fGYmqiO5WgXMBkBdB_56KEG=s10000, https://lh5.googleusercontent.com/p/AF1QipMQtXspkM3gqtJDXWB9lNvknyWTyBdBmdu23NqR=s10000, https://images.trvl-media.com/lodging/93000000/92500000/92490100/92490030/2daf60b2_z.jpg, https://images.trvl-media.com/lodging/93000000/92500000/92490100/92490030/cf853f09_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNUsdD2zKnm_50C0ERZ5--TRCNVAP7yw3Je8-Cf=s10000, https://lh5.googleusercontent.com/p/AF1QipPxYaqzMUScR4Ma6kr1ZIsS_x2AhtDLwcdT8vHG=s10000, https://lh5.googleusercontent.com/p/AF1QipNnShIM4mFTnESoHdHJGr1uKMmKoHSmKgXwx_Bp=s10000",3.8
TP Lào Cai - Hoàng Gia Hotel,No link,No description,91504070000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",No class,"https://lh5.googleusercontent.com/p/AF1QipPeoGJDM0-SYwkg7ZZDnHk0RCwrpwmKBByImfzE=s10000, https://lh5.googleusercontent.com/p/AF1QipPklAudQLe6zw9oODQWfkmQEmsN3VgMmVnHwJPf=s10000, https://lh5.googleusercontent.com/p/AF1QipNp_hWtSEDYLofI5dCkqrh2NZmPfaz-3FtLeJq2=s10000, https://lh5.googleusercontent.com/p/AF1QipO_FbyTdOs9TqpAHKYye4sHaPnc5ywHEvOGeTIP=s10000, https://lh5.googleusercontent.com/p/AF1QipPyP41X5O21HRGXBE9k0GTss3Erpt2G3HoOb2kK=s10000, https://lh5.googleusercontent.com/p/AF1QipMeyYIOZTndCM3EOL8evzFSlDBBG3sngdR7jKEI=s10000, https://lh5.googleusercontent.com/p/AF1QipM1JNzrq48DrqGqTaZJ_bWhkWQ7GbciCty1x6It=s10000, https://lh5.googleusercontent.com/p/AF1QipMw35NvsTt3ECK8Q_m1wg3y6RTTTtbzmt_8VGNf=s10000, https://lh5.googleusercontent.com/p/AF1QipPj35vpzbCAnYKyoxd0cgbJOBIy7PGIP49L0uiL=s10000",3.2
SONG HONG VIEW HOTEL,No link,No description,121531025000,"Upper Temple - Lao Cai, Ga Lào Cai, Dien Bien Phu",No class,"https://lh5.googleusercontent.com/p/AF1QipPvwMCwM39kySWRLFsATUX8r2AIIYgxkQw9i5lh=s10000, https://lh5.googleusercontent.com/p/AF1QipOtkSM2BzrE2MEovZo3m05Kvgp29fJasXZ8bUN2=s10000, https://lh5.googleusercontent.com/p/AF1QipPMxH82zgJsf55qoZn9DMgm-AKLlgmK9k5GFhFK=s10000, https://images.trvl-media.com/lodging/89000000/88340000/88338800/88338781/a4cc0d45_z.jpg, https://images.trvl-media.com/lodging/89000000/88340000/88338800/88338781/03352886_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPsMnJvCkQ6HquZxtU5nq9qbN27qUSbrC6hrMgF=s10000, https://images.trvl-media.com/lodging/89000000/88340000/88338800/88338781/3c46e4b7_z.jpg, https://images.trvl-media.com/lodging/89000000/88340000/88338800/88338781/bebabf0b_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNI2-m2LL-ZnQH-FkPVBaP5bNrArvqNMFIWDtXZ=s10000",2.9
Big Hotel Lào Cai,https://www.bluepillow.com/search?p_id=589de54c7c00cb10c8d945a5&dest=bkng&cat=Apartment&accomodationids=654d33433011da1e8b7a0250,No description,97760635000,"Ga Lào Cai, Dien Bien Phu, Nhà Hàng An Khánh",No class,"https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/514669763.jpg?k=18fc1d358715cb087feff2ea5ae8af99690d403b3fea87241be8108c5d1a3b4e&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/514669636.jpg?k=f108b166a4019727f558273cb5d90df5c76932c1921d68d2fde9f9882641672b&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/514670807.jpg?k=895556755c7ad007d5e008c766350aed7fa9f0c9091d43ea8b3cbe8ccc9a2c40&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/514669617.jpg?k=ecbae7264b56c65f2fe2e595a74d845a0ade0d2c8a885d1301bc9e9c7c60706f&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/494445079.jpg?k=b8661f77de5e127fca803411a9e2cbe3f1d1641a3ce27fed4b1970a23e1b5d55&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/514669634.jpg?k=4eadc13b355610f6a43f76027d16142eb558ef41af7f469eb59f98c068ab35f6&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/514670890.jpg?k=c08840a201fde42f13bca03f62de230c402e39a7cf2f687307ff278e02d09a39&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/514670530.jpg?k=38655e6c1065f0a15582561b923bc5221caa4874d498e0d75d988a3f8889ff01&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/514670528.jpg?k=6b38cbb9651f61e8db718ee06b4477da2190f11fc9f3f0517ae800d17fa7c8d7&o=",3.8
"Homestay Vuon Hong Co - Deluxe Double Room, Garden View",https://www.bluepillow.com/search?p_id=589de54c7c00cb10c8d945a5&dest=eps&cat=House&accomodationids=6247250ff5292ec5cb27080a,No description,129200505000,"Ga Lào Cai, Dien Bien Phu, Nhà hàng Hoan Béo",No class,"https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/da440faa_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter, https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/5bd7169d_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter, https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/ee16c624_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter, https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/737ffb1e_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter, https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/e721ff13_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter, https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/c279b7a7_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter, https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/e7af91df_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter, https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/b9ba76c3_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter, https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/33000000/32710000/32704400/32704319/8d7247fe_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter",3.7
